entity_id,entity_type,canonical_name,original_name,source_doc_id,so_ky_hieu,method,confidence,evidence
ENT_0193,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,185630,63/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
ENT_0194,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,185630,63/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
ENT_0195,LinhVuc,Ngân hàng,Ngân hàng,185630,63/2025/TT-NHNN,gemini,0.96,"Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân"
ENT_0196,LinhVuc,Tín dụng,Tín dụng,185630,63/2025/TT-NHNN,gemini,0.95,"Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân"
ENT_0197,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,117310,41/2016/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0198,NguoiKy,Nguyễn Đồng Tiến,Nguyễn Đồng Tiến,117310,41/2016/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Đồng Tiến', chuc_danh='Phó Thống đốc'"
ENT_0199,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",117310,41/2016/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
ENT_0200,DoiTuongApDung,Ngân hàng thương mại nhà nước,Ngân hàng thương mại nhà nước,117310,41/2016/TT-NHNN,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
ENT_0201,DoiTuongApDung,Ngân hàng thương mại cổ phần,Ngân hàng thương mại cổ phần,117310,41/2016/TT-NHNN,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
ENT_0202,DoiTuongApDung,Ngân hàng liên doanh,Ngân hàng liên doanh,117310,41/2016/TT-NHNN,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
ENT_0203,DoiTuongApDung,Ngân hàng 100% vốn nước ngoài,Ngân hàng 100% vốn nước ngoài,117310,41/2016/TT-NHNN,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
ENT_0204,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,117310,41/2016/TT-NHNN,gemini,0.95,b) Chi nhánh ngân hàng nước ngoài.
ENT_0205,LinhVuc,Ngân hàng,Ngân hàng,117310,41/2016/TT-NHNN,gemini,0.95,"Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
ENT_0206,CoQuan,Quốc hội,Quốc hội,166269,17/2023/QH15,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
ENT_0207,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166269,17/2023/QH15,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Vương Đình Huệ', chuc_danh='Chủ tịch Quốc hội'"
ENT_0208,DoiTuongApDung,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,17/2023/QH15,gemini,0.98,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
ENT_0209,DoiTuongApDung,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,17/2023/QH15,gemini,0.98,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
ENT_0210,DoiTuongApDung,"Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,17/2023/QH15,gemini,0.95,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
ENT_0211,LinhVuc,Hợp tác xã,Hợp tác xã,166269,17/2023/QH15,gemini,0.95,"Luật này quy định về thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã"
ENT_0212,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,177271,01/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0213,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,177271,01/2025/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0214,LinhVuc,"Thanh tra, giám sát ngân hàng",Cục An toàn hệ thống các tổ chức tín dụng,177271,01/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
ENT_0215,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,177271,01/2025/TT-NHNN,gemini,0.95,1. Quỹ tín dụng nhân dân.
ENT_0216,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc","Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",177271,01/2025/TT-NHNN,gemini,0.95,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
ENT_0217,LinhVuc,Ngân hàng,Ngân hàng,177271,01/2025/TT-NHNN,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân."
ENT_0218,LinhVuc,Tín dụng,Tín dụng,177271,01/2025/TT-NHNN,gemini,0.92,"Quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân"
ENT_0219,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,44209,01/2014/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0220,NguoiKy,Đào Minh Tú,Đào Minh Tú,44209,01/2014/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
ENT_0221,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,44209,01/2014/TT-NHNN,metadata,1.0,Trích từ metadata.csv: linh_vuc='Phát hành và kho quỹ'
ENT_0222,DoiTuongApDung,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,44209,01/2014/TT-NHNN,gemini,0.95,1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước).
ENT_0223,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,44209,01/2014/TT-NHNN,gemini,0.95,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_0224,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,44209,01/2014/TT-NHNN,gemini,0.95,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_0225,DoiTuongApDung,"Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",44209,01/2014/TT-NHNN,gemini,0.92,"3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_0226,CoQuan,Quốc hội,Quốc hội,25692,46/2010/QH12,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
ENT_0227,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,25692,46/2010/QH12,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Phú Trọng', chuc_danh='Chủ tịch Quốc hội'"
ENT_0228,DoiTuongApDung,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,25692,46/2010/QH12,gemini,0.98,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
ENT_0229,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,25692,46/2010/QH12,gemini,0.95,bảo đảm an toàn hoạt động ngân hàng và hệ thống các tổ chức tín dụng
ENT_0230,DoiTuongApDung,Chính phủ,Chính phủ,25692,46/2010/QH12,gemini,0.92,cung ứng dịch vụ tiền tệ cho Chính phủ.
ENT_0231,DoiTuongApDung,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,Các đơn vị thuộc hệ thống Ngân hàng Nhà nước,25692,46/2010/QH12,gemini,0.9,Thực hiện kiểm toán tất cả các đơn vị thuộc hệ thống Ngân hàng Nhà nước
ENT_0232,LinhVuc,Ngân hàng,Ngân hàng,25692,46/2010/QH12,gemini,0.98,"thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối"
ENT_0233,LinhVuc,Quản lý ngoại hối,Quản lý ngoại hối,25692,46/2010/QH12,gemini,0.95,"thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối"
ENT_0234,LinhVuc,Tiền tệ,Tiền tệ,25692,46/2010/QH12,gemini,0.95,"Thủ tướng Chính phủ, Thống đốc Ngân hàng Nhà nước quyết định việc sử dụng các công cụ và biện pháp điều hành để thực hiện mục tiêu chính sách tiền tệ quốc gia"
