document_id,so_ky_hieu,entity,entity_type,source,method,confidence,evidence
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Văn phòng đại diện nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng
185630,63/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
185630,63/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
185630,63/2025/TT-NHNN,"Lao động, tiền lương, tiền công",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Lao động, tiền lương, tiền công'"
185630,63/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.98,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
185630,63/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.98,"KT.THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
185630,63/2025/TT-NHNN,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
185630,63/2025/TT-NHNN,Ngân hàng hợp tác xã,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
185630,63/2025/TT-NHNN,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
185630,63/2025/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.96,"Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân"
185630,63/2025/TT-NHNN,Tín dụng,LinhVuc,content_clean,gemini,0.95,"Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân"
117310,41/2016/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
117310,41/2016/TT-NHNN,Nguyễn Đồng Tiến,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Đồng Tiến', chuc_danh='Phó Thống đốc'"
117310,41/2016/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
117310,41/2016/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
117310,41/2016/TT-NHNN,Nguyễn Đồng Tiến,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Nguyễn Đồng Tiến"
117310,41/2016/TT-NHNN,Ngân hàng thương mại nhà nước,DoiTuongApDung,content_clean,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
117310,41/2016/TT-NHNN,Ngân hàng thương mại cổ phần,DoiTuongApDung,content_clean,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
117310,41/2016/TT-NHNN,Ngân hàng liên doanh,DoiTuongApDung,content_clean,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
117310,41/2016/TT-NHNN,Ngân hàng 100% vốn nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
117310,41/2016/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,b) Chi nhánh ngân hàng nước ngoài.
117310,41/2016/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
117310,41/2016/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
166269,17/2023/QH15,Quốc hội,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
166269,17/2023/QH15,Vương Đình Huệ,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Vương Đình Huệ', chuc_danh='Chủ tịch Quốc hội'"
166269,17/2023/QH15,Quốc hội,CoQuan,content_clean,gemini,0.99,Quốc hội ban hành Luật Hợp tác xã.
166269,17/2023/QH15,Vương Đình Huệ,NguoiKy,content_clean,gemini,0.99,"CHỦ TỊCH QUỐC HỘI
(Đã ký)
Vương Đình Huệ"
166269,17/2023/QH15,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,0.98,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,17/2023/QH15,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,0.98,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,17/2023/QH15,"Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,0.95,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,17/2023/QH15,Hợp tác xã,LinhVuc,content_clean,gemini,0.95,"Luật này quy định về thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã"
177271,01/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
177271,01/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
177271,01/2025/TT-NHNN,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
177271,01/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
177271,01/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.98,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
177271,01/2025/TT-NHNN,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,0.95,1. Quỹ tín dụng nhân dân.
177271,01/2025/TT-NHNN,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",DoiTuongApDung,content_clean,gemini,0.95,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
177271,01/2025/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân."
177271,01/2025/TT-NHNN,Tín dụng,LinhVuc,content_clean,gemini,0.92,"Quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân"
44209,01/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
44209,01/2014/TT-NHNN,Đào Minh Tú,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
44209,01/2014/TT-NHNN,Phát hành và kho quỹ,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Phát hành và kho quỹ'
44209,01/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
44209,01/2014/TT-NHNN,Đào Minh Tú,NguoiKy,content_clean,gemini,0.98,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
Đào Minh Tú"
44209,01/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước).
44209,01/2014/TT-NHNN,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.95,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,01/2014/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,01/2014/TT-NHNN,"Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,content_clean,gemini,0.92,"3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,01/2014/TT-NHNN,Phát hành và kho quỹ,LinhVuc,content_clean,gemini,0.95,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
25692,46/2010/QH12,Quốc hội,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
25692,46/2010/QH12,Nguyễn Phú Trọng,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Phú Trọng', chuc_danh='Chủ tịch Quốc hội'"
25692,46/2010/QH12,Quốc hội,CoQuan,content_clean,gemini,0.99,Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam.
25692,46/2010/QH12,Nguyễn Phú Trọng,NguoiKy,content_clean,gemini,0.95,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XII, kỳ họp thứ 7 thông qua ngày 16 tháng 6 năm 2010."
25692,46/2010/QH12,Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.98,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
25692,46/2010/QH12,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.95,bảo đảm an toàn hoạt động ngân hàng và hệ thống các tổ chức tín dụng
25692,46/2010/QH12,Chính phủ,DoiTuongApDung,content_clean,gemini,0.92,cung ứng dịch vụ tiền tệ cho Chính phủ.
25692,46/2010/QH12,Các đơn vị thuộc hệ thống Ngân hàng Nhà nước,DoiTuongApDung,content_clean,gemini,0.9,Thực hiện kiểm toán tất cả các đơn vị thuộc hệ thống Ngân hàng Nhà nước
25692,46/2010/QH12,Ngân hàng,LinhVuc,content_clean,gemini,0.98,"thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối"
25692,46/2010/QH12,Quản lý ngoại hối,LinhVuc,content_clean,gemini,0.95,"thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối"
25692,46/2010/QH12,Tiền tệ,LinhVuc,content_clean,gemini,0.95,"Thủ tướng Chính phủ, Thống đốc Ngân hàng Nhà nước quyết định việc sử dụng các công cụ và biện pháp điều hành để thực hiện mục tiêu chính sách tiền tệ quốc gia"
