source,target,relationship_type,source_type,target_type,method,confidence,evidence
43/2024/TT-NHNN,Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
43/2024/TT-NHNN,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
135/2015/NĐ-CP,Chính phủ,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
135/2015/NĐ-CP,Nguyễn Tấn Dũng,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Tấn Dũng', chuc_danh='Thủ tướng Chính phủ'"
135/2015/NĐ-CP,"Nhà đầu tư (Tổ chức kinh tế, cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài)",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"1. Nhà đầu tư gồm các đối tượng sau:
a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư;
b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài."
135/2015/NĐ-CP,Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,2. Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài theo quy định tại Nghị định này.
135/2015/NĐ-CP,"Tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
135/2015/NĐ-CP,Quản lý ngoại hối,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.92,"Căn cứ Pháp lệnh Ngoại hối ngày 13 tháng 12 năm 2005 và Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối ngày 18 tháng 3 năm 2013"
135/2015/NĐ-CP,Chứng khoán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.9,"Nghị định này quy định chi tiết về hoạt động đầu tư ra nước ngoài dưới hình thức mua, bán chứng khoán, các giấy tờ có giá khác hoặc đầu tư thông qua các quỹ đầu tư chứng khoán"
135/2015/NĐ-CP,Đầu tư,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,Nghị định quy định về đầu tư gián tiếp ra nước ngoài.
17/VBHN-BTC,Bộ Tài chính,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
17/VBHN-BTC,Nguyễn Đức Chi,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Đức Chi', chuc_danh='Thứ trưởng'"
17/VBHN-BTC,Chính phủ,BAN_HANH_BOI,Document,CoQuan,gemini,0.95,Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
17/VBHN-BTC,"Tổ chức, cá nhân có liên quan",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.9,"các tổ chức, cá nhân liên quan chịu trách nhiệm thi hành Nghị định này"
17/VBHN-BTC,Chứng khoán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.98,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
202/2012/TT-BTC,Bộ Tài chính,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
202/2012/TT-BTC,Trần Xuân Hà,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Xuân Hà', chuc_danh='Thứ trưởng'"
202/2012/TT-BTC,Quản lý dịch vụ tài chính và các quỹ tài chính,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Quản lý dịch vụ tài chính và các quỹ tài chính'
202/2012/TT-BTC,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam."
202/2012/TT-BTC,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán)."
202/2012/TT-BTC,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
202/2012/TT-BTC,Kế toán - Kiểm toán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Thông tư hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
57/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
57/2024/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
57/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
57/2024/TT-NHNN,Công ty tài chính tổng hợp,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,1. Công ty tài chính tổng hợp.
57/2024/TT-NHNN,Công ty tài chính chuyên ngành,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,2. Công ty tài chính chuyên ngành.
57/2024/TT-NHNN,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
57/2024/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
44/2011/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
44/2011/TT-NHNN,Trần Minh Tuấn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Minh Tuấn', chuc_danh='Phó Thống đốc'"
44/2011/TT-NHNN,Tổ chức tín dụng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,1. Tổ chức tín dụng;
44/2011/TT-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài;
44/2011/TT-NHNN,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44/2011/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
44/2011/TT-NHNN,Kế toán - Kiểm toán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.92,"Quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
66/2020/TT-BTC,Bộ Tài chính,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
66/2020/TT-BTC,Đỗ Hoàng Anh Tuấn,KY_BOI,Document,NguoiKy,gemini,0.98,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
(Đã ký)
Đỗ Hoàng Anh Tuấn"
66/2020/TT-BTC,Các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
66/2020/TT-BTC,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.9,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này.
66/2020/TT-BTC,Kế toán - Kiểm toán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
29/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
29/2024/TT-NHNN,Đào Minh Tú,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
29/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
29/2024/TT-NHNN,Quỹ tín dụng nhân dân,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,1. Quỹ tín dụng nhân dân.
29/2024/TT-NHNN,Ngân hàng hợp tác xã,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,2. Ngân hàng hợp tác xã.
29/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
29/2024/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.9,Thông tư quy định về quỹ tín dụng nhân dân.
08/2021/TT-BTC,Bộ Tài chính,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
08/2021/TT-BTC,Tạ Anh Tuấn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Tạ Anh Tuấn', chuc_danh='Thứ trưởng'"
08/2021/TT-BTC,Kế toán - Kiểm toán,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Kế toán, kiểm toán'"
08/2021/TT-BTC,Doanh nghiệp,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
08/2021/TT-BTC,Cơ quan nhà nước,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
08/2021/TT-BTC,Đơn vị sự nghiệp công lập,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
08/2021/TT-BTC,Tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này.
22/2023/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
22/2023/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc Ngân hàng Nhà nước Việt Nam'"
22/2023/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
22/2023/TT-NHNN,Ngân hàng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
22/2023/TT-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
22/2023/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
56/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
56/2024/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
56/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
56/2024/TT-NHNN,Ngân hàng thương mại,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,1. Ngân hàng thương mại.
56/2024/TT-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài.
56/2024/TT-NHNN,Văn phòng đại diện của tổ chức tín dụng nước ngoài tại Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
56/2024/TT-NHNN,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
56/2024/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài."
69/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
69/2025/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
69/2025/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
69/2025/TT-NHNN,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
69/2025/TT-NHNN,Tổ chức tín dụng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
69/2025/TT-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
69/2025/TT-NHNN,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
69/2025/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.9,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
105/2016/TT-BTC,Bộ Tài chính,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
105/2016/TT-BTC,Trần Xuân Hà,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Xuân Hà', chuc_danh='Thứ trưởng'"
105/2016/TT-BTC,Tổ chức kinh doanh chứng khoán,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
105/2016/TT-BTC,Quỹ đầu tư chứng khoán,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
105/2016/TT-BTC,Công ty đầu tư chứng khoán,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
105/2016/TT-BTC,Doanh nghiệp kinh doanh bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
105/2016/TT-BTC,"Các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.92,"và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
105/2016/TT-BTC,Chứng khoán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG KHOÁN, QUỸ ĐẦU TƯ CHỨNG KHOÁN, CÔNG TY ĐẦU TƯ CHỨNG KHOÁN"
105/2016/TT-BTC,Bảo hiểm,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,VÀ DOANH NGHIỆP KINH DOANH BẢO HIỂM
105/2016/TT-BTC,Quản lý ngoại hối,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.9,Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 năm 2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài;
62/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
62/2024/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
62/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
62/2024/TT-NHNN,Ngân hàng thương mại,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,a) Ngân hàng thương mại;
62/2024/TT-NHNN,Tổ chức tín dụng phi ngân hàng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
62/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.92,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
62/2024/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định điều kiện, hồ sơ, thủ tục chấp thuận việc tổ chức lại ngân hàng thương mại, tổ chức tín dụng phi ngân hàng."
62/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
62/2025/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
62/2025/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
62/2025/TT-NHNN,Tổ chức tín dụng là hợp tác xã,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
62/2025/TT-NHNN,Tổ chức tài chính vi mô,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,2. Tổ chức tài chính vi mô.
62/2025/TT-NHNN,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.92,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
62/2025/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Quy định về hệ thống kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô"
52/VBHN-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
52/VBHN-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
52/VBHN-NHNN,Ngân hàng thương mại,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Điều 2. Đối tượng áp dụng
Thông tư này áp dụng đối với:
1. Ngân hàng thương mại."
52/VBHN-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài"
52/VBHN-NHNN,Văn phòng đại diện của tổ chức tín dụng nước ngoài tại Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài"
52/VBHN-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng
63/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
63/2025/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
63/2025/TT-NHNN,"Lao động, tiền lương, tiền công",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Lao động, tiền lương, tiền công'"
